Timestamp (s),Engine RPM,Vehicle Speed (km/h),Coolant Temp (°C),Throttle Position (%),Engine Load (%),Intake Air Temp (°C),MAF Air Flow (g/s)
2973,600,0,105,8,15,33,45.5
2974,600,0,105,8,14,46,23.8
2975,600,0,105,6,17,58,19.6
2976,600,0,105,4,20,28,10.6
2977,600,0,105,1,10,51,38.5
2978,600,0,105,8,20,47,46.1
2979,600,0,105,3,10,55,23.2
2980,600,0,105,1,19,40,3.4
2981,600,0,105,9,18,33,28.8
2982,600,0,105,5,15,59,43.9
2983,600,0,105,4,11,35,18.3
2984,600,0,105,2,16,25,10.6
2985,600,0,105,7,18,45,21.0
2986,600,0,105,2,13,26,34.4
2987,600,0,105,7,19,56,39.0
2988,600,0,105,1,16,26,43.2
2989,600,0,105,2,11,34,42.4
2990,600,0,105,5,17,29,28.8
2991,600,0,105,6,13,36,13.8
2992,600,0,105,6,19,46,30.8
2993,600,0,105,10,11,51,38.4
2994,600,0,105,6,17,27,43.9
2995,600,0,105,9,10,33,6.2
2996,600,0,105,4,15,24,40.5
2997,600,0,105,10,10,23,12.6
2998,600,0,105,10,17,59,2.8
2999,600,0,105,7,20,56,17.1
3000,600,0,105,0,20,29,38.0
3001,600,0,105,1,12,30,13.3
3002,600,0,105,8,15,57,28.4
3003,600,0,105,6,17,23,47.2
3004,600,0,105,1,14,53,35.5
3005,600,0,105,7,18,44,18.1
3006,600,0,105,9,14,30,30.6
3007,600,0,105,10,11,26,31.3
3008,600,0,105,7,20,46,26.9
3009,600,0,105,2,16,32,25.4
3010,600,0,105,5,16,27,43.6
3011,600,0,105,7,16,42,41.8
3012,600,0,105,0,10,40,35.7
3013,600,0,105,3,18,53,15.2
3014,600,0,105,4,12,60,36.6
3015,600,0,105,7,10,57,24.0
3016,600,0,105,1,11,38,29.2
3017,600,0,105,10,14,52,44.4
3018,600,0,105,3,18,27,11.4
3019,600,0,105,7,16,40,15.3
3020,600,0,105,9,10,25,26.8
3021,600,0,105,3,10,28,8.2
3022,600,0,105,8,20,37,46.9
3023,600,0,105,10,18,43,26.0
3024,600,0,105,1,18,37,31.4
3025,600,0,105,8,15,33,23.2
3026,600,0,105,4,16,35,20.3
3027,600,0,105,2,15,36,2.5
3028,600,0,105,2,19,44,21.7
3029,600,0,105,7,11,43,45.2
3030,600,0,105,10,13,58,47.3
3031,600,0,105,10,20,57,38.1
3032,600,0,105,4,17,51,11.3
3033,600,0,105,3,12,49,23.1
3034,600,0,105,3,20,26,29.5
3035,600,0,105,2,16,32,43.0
3036,600,0,105,9,15,28,45.1
3037,600,0,105,6,10,50,42.8
3038,600,0,105,0,14,45,24.4
3039,600,0,105,3,20,27,10.3
3040,600,0,105,10,20,40,18.4
3041,600,0,105,10,19,59,5.2
3042,600,0,105,8,16,25,9.0
3043,600,0,105,0,15,23,15.6
3044,600,0,105,10,15,54,42.7
3045,600,0,105,2,17,37,42.4
3046,600,0,105,6,20,49,28.3
3047,600,0,105,7,15,42,26.3
3048,600,0,105,4,12,29,8.5
3049,600,0,105,10,17,24,45.3
3050,600,0,105,10,19,36,14.9
3051,600,0,105,10,17,47,17.0
3052,600,0,105,2,17,34,44.3
3053,600,0,105,3,10,50,43.1
3054,600,0,105,4,10,58,3.3
3055,600,0,105,6,13,20,12.6
3056,600,0,105,0,13,23,9.1
3057,600,0,105,5,11,50,37.6
3058,600,0,105,3,16,20,46.1
3059,600,0,105,4,14,40,43.5
3060,600,0,105,9,17,39,39.1
3061,600,0,105,4,18,49,32.2
3062,600,0,105,9,17,30,8.6
3063,600,0,105,4,11,35,45.7
3064,600,0,105,10,13,48,9.3
3065,600,0,105,4,10,20,18.5
3066,600,0,105,6,16,49,17.3
3067,600,0,105,7,20,29,43.2
3068,600,0,105,1,11,21,22.5
3069,600,0,105,0,17,57,19.8
3070,600,0,105,6,13,26,9.3
3071,600,0,105,0,17,31,48.5
3072,600,0,105,1,10,34,43.7
3073,600,0,105,5,10,46,37.2
3074,600,0,105,9,20,48,2.7
3075,600,0,105,10,12,21,17.7
3076,600,0,105,3,11,58,40.3
3077,600,0,105,9,15,48,19.6
3078,600,0,105,6,20,29,39.3
3079,600,0,105,7,19,24,37.6
3080,600,0,105,3,11,56,2.5
3081,600,0,105,3,13,50,47.3
3082,600,0,105,4,18,24,22.0
3083,600,0,105,0,12,60,40.0
3084,600,0,105,3,20,44,17.1
3085,600,0,105,10,12,23,33.3
3086,600,0,105,1,11,56,19.2
3087,600,0,105,5,20,46,6.6
3088,600,0,105,4,10,30,42.5
3089,600,0,105,7,13,40,14.8
3090,600,0,105,6,12,38,31.6
3091,600,0,105,6,19,59,19.9
3092,600,0,105,8,10,50,5.7
3093,600,0,105,7,20,37,8.5
3094,600,0,105,6,17,23,44.6
3095,600,0,105,6,20,31,45.3
3096,600,0,105,8,19,57,38.0
3097,600,0,105,0,17,35,47.9
3098,600,0,105,0,19,55,49.2
3099,600,0,105,2,13,32,33.3
3100,600,0,105,9,19,28,44.1
3101,600,0,105,6,13,33,48.0
3102,600,0,105,4,11,50,46.3
3103,600,0,105,4,19,26,29.4
3104,600,0,105,1,15,25,24.5
3105,600,0,105,8,19,57,21.7
3106,600,0,105,3,17,20,14.1
3107,600,0,105,0,13,48,46.6
3108,600,0,105,3,18,52,44.7
3109,600,0,105,6,16,21,16.1
3110,600,0,105,9,19,49,45.1
3111,600,0,105,0,20,45,28.9
3112,600,0,105,10,17,39,15.3
3113,600,0,105,4,13,25,36.9
3114,600,0,105,0,18,32,37.5
3115,600,0,105,3,20,24,49.1
3116,600,0,105,3,19,41,26.7
3117,600,0,105,4,12,54,41.2
3118,600,0,105,2,18,23,4.8
3119,600,0,105,7,11,54,3.3
3120,600,0,105,4,18,38,30.9
3121,600,0,105,2,19,32,24.2
3122,600,0,105,6,19,46,20.4
3123,600,0,105,8,13,40,44.8
3124,600,0,105,8,17,44,30.8
3125,600,0,105,7,19,23,4.9
3126,600,0,105,2,12,21,44.7
3127,600,0,105,8,11,57,47.8
3128,600,0,105,4,17,32,47.3
3129,600,0,105,5,13,23,40.8
3130,600,0,105,10,13,37,29.1
3131,600,0,105,10,17,31,16.3
3132,600,0,105,10,17,21,33.3
3133,600,0,105,6,20,32,15.2
3134,600,0,105,0,14,25,42.8
3135,600,0,105,9,13,32,22.2
3136,600,0,105,6,18,44,11.7
3137,600,0,105,0,19,23,31.4
3138,600,0,105,5,11,35,40.4
3139,600,0,105,8,13,40,10.6
3140,600,0,105,0,13,43,47.9
3141,600,0,105,4,11,58,38.5
3142,600,0,105,6,12,40,38.6
3143,600,0,105,10,13,58,44.0
3144,600,0,105,0,14,21,6.5
3145,600,0,105,10,15,59,18.7
3146,600,0,105,10,19,31,5.2
3147,600,0,105,0,10,32,44.1
3148,600,0,105,1,13,50,24.3
3149,600,0,105,8,20,40,49.8
3150,600,0,105,8,20,51,25.3
3151,600,0,105,2,12,41,3.2
3152,600,0,105,10,11,40,3.4
3153,600,0,105,7,18,49,35.4
3154,600,0,105,3,15,22,3.7
3155,600,0,105,10,20,29,7.0
3156,600,0,105,3,13,52,6.3
3157,600,0,105,0,19,49,46.6
3158,600,0,105,5,14,31,49.4
3159,600,0,105,8,12,27,29.2
3160,600,0,105,9,14,48,40.3
3161,600,0,105,6,13,46,46.2
3162,600,0,105,5,17,56,41.6
3163,600,0,105,1,20,45,37.9
3164,600,0,105,4,11,54,47.7
3165,600,0,105,2,14,30,8.8
3166,600,0,105,1,13,58,9.6
3167,600,0,105,3,14,57,41.0
3168,600,0,105,10,15,60,18.7
3169,600,0,105,4,17,60,40.4
3170,600,0,105,5,15,26,31.9
3171,600,0,105,2,19,58,46.9
3172,600,0,105,9,11,40,13.9
3173,600,0,105,0,18,38,18.4
3174,600,0,105,5,16,36,16.5
3175,600,0,105,5,12,21,10.4
3176,600,0,105,2,17,48,12.9
3177,600,0,105,6,15,43,28.9
3178,600,0,105,7,18,20,4.5
3179,600,0,105,10,12,40,15.2
3180,600,0,105,6,14,35,28.0
3181,600,0,105,1,10,25,6.3
3182,600,0,105,6,19,24,21.6
3183,600,0,105,8,12,41,27.6
3184,600,0,105,8,17,37,37.4
3185,600,0,105,6,18,47,8.9
3186,600,0,105,2,15,53,36.0
3187,600,0,105,9,15,38,38.2
3188,600,0,105,10,13,58,49.6
3189,600,0,105,1,11,24,12.8
3190,600,0,105,3,18,53,26.4
3191,600,0,105,3,16,23,46.7
3192,600,0,105,0,14,28,49.7
3193,600,0,105,4,16,36,24.6
3194,600,0,105,6,20,23,46.7
3195,600,0,105,6,14,26,6.1
3196,600,0,105,6,12,48,33.7
3197,600,0,105,10,12,28,49.2
3198,600,0,105,2,13,29,17.9
3199,600,0,105,4,17,35,39.8
3200,600,0,105,0,10,52,45.8
3201,600,0,105,8,10,34,26.8
3202,600,0,105,6,16,28,43.8
3203,600,0,105,2,11,41,33.9
3204,600,0,105,2,13,38,30.2
3205,600,0,105,9,13,59,26.0
3206,600,0,105,9,12,53,25.3
3207,600,0,105,0,14,48,31.1
3208,600,0,105,2,16,33,11.3
3209,600,0,105,6,16,27,13.8
3210,600,0,105,4,12,40,17.3
3211,600,0,105,10,13,45,21.7
3212,600,0,105,7,17,48,15.7
3213,600,0,105,6,17,56,14.5
3214,600,0,105,9,15,40,39.8
3215,600,0,105,9,12,47,40.7
3216,600,0,105,3,20,22,28.4
3217,600,0,105,8,19,54,14.7
3218,600,0,105,8,15,29,8.6
3219,600,0,105,4,18,38,26.5
3220,600,0,105,6,20,51,13.5
3221,600,0,105,3,15,42,36.0
3222,600,0,105,8,19,31,35.4
3223,600,0,105,8,14,37,28.8
3224,600,0,105,3,17,33,31.7
3225,600,0,105,6,10,22,34.5
3226,600,0,105,5,15,42,25.9
3227,600,0,105,7,12,29,7.2
3228,600,0,105,2,20,42,38.3
3229,600,0,105,2,20,36,4.6
3230,600,0,105,8,10,47,35.8
3231,600,0,105,4,15,28,12.2
3232,600,0,105,1,11,23,36.8
3233,600,0,105,4,17,27,27.0
3234,600,0,105,6,10,51,37.8
3235,600,0,105,7,11,27,25.6
3236,600,0,105,8,18,44,28.6
3237,600,0,105,9,16,37,37.8
3238,600,0,105,0,12,55,32.4
3239,600,0,105,9,16,42,18.9
3240,600,0,105,2,10,24,27.8
3241,600,0,105,1,16,28,20.4
3242,600,0,105,8,18,52,38.7
3243,600,0,105,1,18,47,11.7
3244,600,0,105,9,10,38,31.8
3245,600,0,105,2,10,40,8.5
3246,600,0,105,0,19,35,2.9
3247,600,0,105,1,19,53,26.9
3248,600,0,105,4,17,57,27.5
3249,600,0,105,5,11,37,40.6
3250,600,0,105,1,15,40,18.0
3251,600,0,105,10,14,57,14.8
3252,600,0,105,4,10,47,49.2
3253,600,0,105,7,12,23,11.0
3254,600,0,105,6,16,29,3.6
3255,600,0,105,6,17,44,48.9
3256,600,0,105,5,17,46,25.8
3257,600,0,105,6,16,27,21.6
3258,600,0,105,8,20,53,38.8
3259,600,0,105,7,13,31,20.7
3260,600,0,105,8,19,40,21.4
3261,600,0,105,6,14,55,37.8
3262,600,0,105,10,19,53,48.5
3263,600,0,105,3,16,30,37.6
3264,600,0,105,1,19,45,10.6
3265,600,0,105,8,11,22,46.3
3266,600,0,105,9,19,32,28.6
3267,600,0,105,0,12,48,33.6
3268,600,0,105,9,10,36,6.0
3269,600,0,105,7,20,47,26.4
3270,600,0,105,3,20,52,19.0
3271,600,0,105,7,17,41,39.1
3272,600,0,105,5,11,33,41.7
3273,600,0,105,2,17,35,19.6
3274,600,0,105,0,19,22,14.7
3275,600,0,105,3,16,38,21.4
3276,600,0,105,3,12,21,26.3
3277,600,0,105,8,12,46,32.2
3278,600,0,105,2,17,48,49.0
3279,600,0,105,8,17,48,44.3
3280,600,0,105,5,16,42,16.6
3281,600,0,105,3,11,43,3.9
3282,600,0,105,9,10,32,46.5
3283,600,0,105,4,15,28,21.8
3284,600,0,105,7,17,29,37.7
3285,600,0,105,4,16,60,17.9
3286,600,0,105,1,10,39,44.2
3287,600,0,105,10,19,24,23.2
3288,600,0,105,2,19,38,6.5
3289,600,0,105,6,18,40,29.3
3290,600,0,105,5,12,52,33.6
3291,600,0,105,2,13,56,2.4
3292,600,0,105,8,14,39,9.6
3293,600,0,105,5,14,50,11.6
3294,600,0,105,0,10,57,39.3
3295,600,0,105,4,10,57,19.4
3296,600,0,105,7,10,28,42.2
3297,600,0,105,1,10,54,24.0
3298,600,0,105,10,19,38,24.1
3299,600,0,105,3,15,22,6.1
3300,600,0,105,3,13,54,3.0
3301,600,0,105,6,17,58,18.9
3302,600,0,105,3,11,31,42.1
3303,600,0,105,5,20,37,25.5
3304,600,0,105,8,14,52,8.9
3305,600,0,105,0,18,46,16.3
3306,600,0,105,10,14,34,2.0
3307,600,0,105,10,19,54,3.6
3308,600,0,105,7,12,51,36.1
3309,600,0,105,5,13,59,34.4
3310,600,0,105,8,12,45,26.9
3311,600,0,105,8,20,30,24.1
3312,600,0,105,10,13,56,14.5
3313,600,0,105,6,20,34,27.4
3314,600,0,105,0,15,50,47.7
3315,600,0,105,9,19,44,12.0
3316,600,0,105,8,15,31,25.7
3317,600,0,105,6,16,24,45.0
3318,600,0,105,1,20,52,26.1
3319,600,0,105,9,11,52,36.4
3320,600,0,105,2,15,34,7.2
3321,600,0,105,7,20,52,18.5
3322,600,0,105,6,10,46,6.5
3323,600,0,105,4,17,30,40.3
3324,600,0,105,9,14,21,43.0
3325,600,0,105,3,12,49,16.1
3326,600,0,105,5,16,42,48.5
3327,600,0,105,4,18,50,3.3
3328,600,0,105,1,16,34,17.3
3329,600,0,105,8,13,28,15.3
3330,600,0,105,5,11,32,20.4
3331,600,0,105,7,13,37,25.6
3332,600,0,105,5,20,36,24.4
3333,600,0,105,7,16,35,37.4
3334,600,0,105,8,14,46,36.2
3335,600,0,105,6,18,55,5.4
3336,600,0,105,0,12,44,5.1
3337,600,0,105,6,17,41,24.6
3338,600,0,105,9,15,33,22.8
3339,600,0,105,0,14,35,33.9
3340,600,0,105,2,18,32,16.4
3341,600,0,105,2,16,32,17.3
3342,600,0,105,10,14,34,48.7
3343,600,0,105,4,14,49,21.9
3344,600,0,105,6,14,32,10.0
3345,600,0,105,5,16,46,33.8
3346,600,0,105,8,18,21,49.3
3347,600,0,105,6,10,21,17.9
3348,600,0,105,9,14,39,42.6
3349,600,0,105,2,15,48,28.3
3350,600,0,105,4,12,36,30.2
3351,600,0,105,2,13,22,44.7
3352,600,0,105,1,16,21,11.4
3353,600,0,105,9,13,31,19.4
3354,600,0,105,4,20,26,6.9
3355,600,0,105,10,18,47,14.5
3356,600,0,105,5,10,42,17.7
3357,600,0,105,4,19,45,24.7
3358,600,0,105,0,10,49,46.4
3359,600,0,105,7,15,44,18.6
3360,600,0,105,1,10,36,13.1
3361,600,0,105,5,10,45,49.1
3362,600,0,105,7,15,29,23.8
3363,600,0,105,0,14,46,36.2
3364,600,0,105,4,15,25,41.5
3365,600,0,105,6,10,22,43.6
3366,600,0,105,7,12,31,49.8
3367,600,0,105,7,13,28,49.9
3368,600,0,105,1,17,54,12.1
3369,600,0,105,10,16,34,21.5
3370,600,0,105,6,10,41,18.0
3371,600,0,105,10,16,47,31.3
3372,600,0,105,7,10,37,4.4
3373,600,0,105,7,18,49,11.0
3374,600,0,105,9,16,43,30.7
3375,600,0,105,3,18,40,43.9
3376,600,0,105,8,14,60,4.5
3377,600,0,105,8,16,56,47.6
3378,600,0,105,5,15,41,15.9
3379,600,0,105,6,13,43,3.0
3380,600,0,105,9,11,46,31.8
3381,600,0,105,6,15,58,36.8
3382,600,0,105,8,20,31,32.2
3383,600,0,105,2,14,52,17.8
3384,600,0,105,0,17,29,34.4
3385,600,0,105,0,17,24,4.1
3386,600,0,105,2,19,39,23.4
3387,600,0,105,7,11,59,49.2
3388,600,0,105,1,10,60,33.9
3389,600,0,105,1,11,34,13.9
3390,600,0,105,8,12,53,32.9
3391,600,0,105,6,20,36,11.3
3392,600,0,105,10,18,24,29.1
3393,600,0,105,6,14,25,2.3
3394,600,0,105,3,14,33,29.2
3395,600,0,105,0,11,57,29.0
3396,600,0,105,0,16,30,43.8
3397,600,0,105,3,13,59,34.7
3398,600,0,105,5,19,56,30.7
3399,600,0,105,4,18,50,27.4
3400,600,0,105,5,17,34,33.9
3401,600,0,105,0,19,29,32.7
3402,600,0,105,1,11,34,35.0
3403,600,0,105,8,18,55,32.1
3404,600,0,105,7,18,40,21.2
3405,600,0,105,8,16,57,24.0
3406,600,0,105,8,20,32,24.4
3407,600,0,105,5,17,57,27.7
3408,600,0,105,1,12,27,34.3
3409,600,0,105,10,20,25,47.9
3410,600,0,105,4,13,41,32.3
3411,600,0,105,8,10,34,19.7
3412,600,0,105,8,10,45,14.0
3413,600,0,105,0,11,51,27.9
3414,600,0,105,0,15,53,14.0
3415,600,0,105,2,20,58,26.9
3416,600,0,105,9,12,46,16.3
3417,600,0,105,2,20,29,42.4
3418,600,0,105,1,19,51,5.5
3419,600,0,105,2,10,46,34.8
3420,600,0,105,2,13,42,9.4
3421,600,0,105,3,14,29,6.0
3422,600,0,105,3,14,39,19.8
3423,600,0,105,5,18,23,42.0
3424,600,0,105,6,15,46,17.1
3425,600,0,105,6,15,45,2.6
3426,600,0,105,6,13,53,34.0
3427,600,0,105,10,11,57,25.4
3428,600,0,105,2,17,58,21.3
3429,600,0,105,9,15,37,2.1
3430,600,0,105,4,11,20,14.1
3431,600,0,105,4,14,31,24.4
3432,600,0,105,8,15,37,47.8
3433,600,0,105,3,14,27,18.9
3434,600,0,105,7,13,28,40.9
3435,600,0,105,6,12,26,16.1
3436,600,0,105,1,13,43,26.7
3437,600,0,105,9,19,45,46.7
3438,600,0,105,10,18,27,27.7
3439,600,0,105,3,19,46,40.8
3440,600,0,105,9,20,55,39.9
3441,600,0,105,8,15,60,32.1
3442,600,0,105,4,18,25,21.9
3443,600,0,105,10,12,51,11.3
3444,600,0,105,3,17,36,31.6
3445,600,0,105,1,11,28,31.1
3446,600,0,105,7,11,45,3.6
3447,600,0,105,10,13,33,47.1
3448,600,0,105,1,10,23,47.3
3449,600,0,105,6,20,25,7.9
3450,600,0,105,4,10,25,30.6
3451,600,0,105,5,13,37,41.0
3452,600,0,105,10,10,22,10.4
3453,600,0,105,8,15,49,19.9
3454,600,0,105,4,13,24,4.0
3455,600,0,105,1,15,26,13.2
3456,600,0,105,0,17,28,22.8
3457,600,0,105,4,19,21,44.4
3458,600,0,105,6,14,31,3.5
3459,600,0,105,4,18,57,27.4
3460,600,0,105,0,14,58,3.7
3461,600,0,105,4,13,51,8.3
3462,600,0,105,5,13,26,22.1
3463,600,0,105,4,16,53,39.6
3464,600,0,105,0,11,24,19.8
3465,600,0,105,9,14,35,40.3
3466,600,0,105,7,15,36,35.5
3467,600,0,105,1,12,56,5.2
3468,600,0,105,3,16,33,17.8
3469,600,0,105,3,19,36,49.0
3470,600,0,105,8,10,56,23.8
3471,600,0,105,4,16,24,47.0
3472,600,0,105,10,17,21,27.1
3473,600,0,105,10,10,50,37.0
3474,600,0,105,10,11,34,12.1
3475,600,0,105,3,11,60,38.6
3476,600,0,105,6,12,56,39.9
3477,600,0,105,1,19,45,5.8
3478,600,0,105,2,12,23,30.4
3479,600,0,105,5,14,20,38.4
3480,600,0,105,9,14,30,6.0
3481,600,0,105,2,15,49,9.9
3482,600,0,105,3,13,33,11.2
3483,600,0,105,1,12,45,7.0
3484,600,0,105,3,14,27,28.7
3485,600,0,105,2,16,46,31.5
3486,600,0,105,2,10,45,16.2
3487,600,0,105,6,12,52,3.0
3488,600,0,105,2,13,25,28.6
3489,600,0,105,10,14,53,36.4
3490,600,0,105,10,13,21,40.3
3491,600,0,105,5,10,31,2.2
3492,600,0,105,10,12,24,42.9
3493,600,0,105,7,14,35,8.8
3494,600,0,105,6,17,41,29.6
3495,600,0,105,0,10,49,33.1
3496,600,0,105,2,11,20,32.7
3497,600,0,105,6,17,32,36.1
3498,600,0,105,8,14,55,38.7
3499,600,0,105,0,18,60,2.2
3500,600,0,105,9,20,58,23.3
3501,600,0,105,2,19,31,25.5
3502,600,0,105,5,17,59,26.3
3503,600,0,105,7,11,32,40.6
3504,600,0,105,3,19,53,26.1
3505,600,0,105,9,19,57,35.2
3506,600,0,105,9,20,37,7.2
3507,600,0,105,4,10,39,35.9
3508,600,0,105,10,12,36,36.8
3509,600,0,105,9,20,53,40.5
3510,600,0,105,1,14,48,19.7
3511,600,0,105,9,18,21,15.8
3512,600,0,105,3,16,23,17.4
3513,600,0,105,9,15,51,22.1
3514,600,0,105,7,20,29,33.9
3515,600,0,105,3,10,32,3.3
3516,600,0,105,8,13,48,7.7
3517,600,0,105,7,12,40,49.3
3518,600,0,105,10,18,57,4.9
3519,600,0,105,10,12,46,13.9
3520,600,0,105,2,19,59,44.0
3521,600,0,105,8,17,20,25.1
3522,600,0,105,1,15,20,2.3
3523,600,0,105,0,13,46,46.8
3524,600,0,105,5,13,21,11.6
3525,600,0,105,2,19,49,19.4
3526,600,0,105,8,17,56,39.1
3527,600,0,105,9,10,49,37.9
3528,600,0,105,7,13,44,15.2
3529,600,0,105,8,10,28,12.1
3530,600,0,105,1,19,38,23.4
3531,600,0,105,4,15,42,31.8
3532,600,0,105,8,18,22,30.3
3533,600,0,105,5,11,38,18.4
3534,600,0,105,0,17,28,45.0
3535,600,0,105,3,11,55,48.5
3536,600,0,105,8,19,54,25.2
3537,600,0,105,3,20,38,44.7
3538,600,0,105,4,12,48,23.3
3539,600,0,105,7,19,60,42.4
3540,600,0,105,10,14,44,15.1
3541,600,0,105,6,18,50,40.7
3542,600,0,105,5,11,49,26.9
3543,600,0,105,0,20,29,38.3
3544,600,0,105,9,13,30,7.7
3545,600,0,105,7,15,39,9.3
3546,600,0,105,5,15,21,48.9
3547,600,0,105,2,15,25,5.4
3548,600,0,105,1,15,53,4.2
3549,600,0,105,5,18,28,7.2
3550,600,0,105,3,19,60,48.1
3551,600,0,105,0,15,57,8.0
3552,600,0,105,2,10,35,36.5
3553,600,0,105,0,17,56,35.6
3554,600,0,105,6,15,29,46.4
3555,600,0,105,1,18,39,49.9
3556,600,0,105,6,15,43,43.3
3557,600,0,105,3,12,45,14.4
3558,600,0,105,3,12,20,44.2
3559,600,0,105,1,19,41,9.3
3560,600,0,105,4,11,35,31.0
3561,600,0,105,9,14,44,23.7
3562,600,0,105,2,10,38,26.1
3563,600,0,105,4,16,21,22.7
3564,600,0,105,5,19,60,17.4
3565,600,0,105,1,15,54,18.0
3566,600,0,105,9,20,20,36.2
3567,600,0,105,10,11,35,15.4
3568,600,0,105,9,17,23,14.0
3569,600,0,105,8,15,33,4.1
3570,600,0,105,10,19,39,46.7
3571,600,0,105,9,20,24,39.9
3572,600,0,105,10,14,39,12.8
3573,600,0,105,10,18,24,27.2
3574,600,0,105,2,16,52,49.4
3575,600,0,105,9,16,22,34.0
3576,600,0,105,3,13,51,40.6
3577,600,0,105,6,13,21,40.2
3578,600,0,105,10,17,50,9.0
3579,600,0,105,2,13,49,16.0
3580,600,0,105,10,14,48,2.2
3581,600,0,105,1,20,47,4.9
3582,600,0,105,4,19,38,33.7
3583,600,0,105,8,12,33,49.1
3584,600,0,105,4,11,45,46.2
3585,600,0,105,9,19,38,31.5
3586,600,0,105,8,17,28,41.9
3587,600,0,105,2,12,59,37.4
3588,600,0,105,10,20,51,39.4
3589,600,0,105,6,15,20,38.2
3590,600,0,105,0,17,21,34.7
3591,600,0,105,3,19,48,34.6
3592,600,0,105,3,19,27,7.2
3593,600,0,105,5,12,43,38.0
3594,600,0,105,3,12,33,43.6
3595,600,0,105,9,19,51,31.5
3596,600,0,105,9,16,20,45.6
3597,600,0,105,6,20,22,25.3
3598,600,0,105,4,17,41,8.4
3599,600,0,105,0,11,60,15.2
3600,600,0,105,6,19,37,2.9
3601,600,0,105,8,20,51,30.4
3602,600,0,105,4,20,56,31.9
3603,600,0,105,10,14,32,15.0
3604,600,0,105,3,13,51,44.0
3605,600,0,105,4,13,45,19.4
3606,600,0,105,7,12,40,35.2
3607,600,0,105,5,16,26,7.9
3608,600,0,105,5,15,40,38.9
3609,600,0,105,10,13,50,47.9
3610,600,0,105,9,15,43,2.6
3611,600,0,105,7,18,57,25.8
3612,600,0,105,6,20,47,41.8
3613,600,0,105,10,13,35,31.9
3614,600,0,105,9,12,57,22.7
3615,600,0,105,4,14,47,45.8
3616,600,0,105,4,10,58,17.1
3617,600,0,105,3,11,35,34.0
3618,600,0,105,2,16,49,5.4
3619,600,0,105,9,19,30,18.9
3620,600,0,105,5,18,40,22.1
3621,600,0,105,9,20,34,43.1
3622,600,0,105,9,14,58,17.1
3623,600,0,105,6,19,49,42.6
3624,600,0,105,4,11,25,35.2
3625,600,0,105,3,17,59,18.7
3626,600,0,105,8,20,49,47.2
3627,600,0,105,2,12,56,8.1
3628,600,0,105,7,19,55,20.9
3629,600,0,105,4,19,36,19.1
3630,600,0,105,0,19,47,35.5
3631,600,0,105,6,11,31,13.7
3632,600,0,105,10,13,33,2.0
3633,600,0,105,0,10,25,3.1
3634,600,0,105,3,12,33,21.6
3635,600,0,105,2,20,57,33.8
3636,600,0,105,2,11,59,20.8
3637,600,0,105,0,17,38,4.2
3638,600,0,105,9,17,56,18.0
3639,600,0,105,0,17,47,43.9
3640,600,0,105,8,15,59,17.5
3641,600,0,105,10,12,23,34.8
3642,600,0,105,6,13,55,7.7
3643,600,0,105,9,13,32,32.7
3644,600,0,105,8,12,51,33.8
3645,600,0,105,9,16,54,11.6
3646,600,0,105,8,13,45,46.6
3647,600,0,105,9,20,41,44.2
3648,600,0,105,2,12,39,17.8
3649,600,0,105,8,17,55,47.4
3650,600,0,105,8,17,29,8.0
3651,600,0,105,5,20,60,34.8
3652,600,0,105,7,12,58,11.5
3653,600,0,105,1,19,59,8.0
3654,600,0,105,10,16,33,17.2
3655,600,0,105,5,14,20,11.6
3656,600,0,105,5,17,30,15.6
3657,600,0,105,1,17,57,41.1
3658,600,0,105,1,16,59,15.8
3659,600,0,105,2,15,60,39.7
3660,600,0,105,5,20,51,5.6
3661,600,0,105,0,18,24,35.7
3662,600,0,105,9,18,43,22.6
3663,600,0,105,6,11,32,41.7
3664,600,0,105,5,11,37,46.6
3665,600,0,105,8,10,46,29.6
3666,600,0,105,9,11,20,23.5
3667,600,0,105,0,16,25,39.6
3668,600,0,105,8,10,44,11.3
3669,600,0,105,3,10,45,26.4
3670,600,0,105,7,16,35,26.7
3671,600,0,105,9,13,41,30.0
3672,600,0,105,10,19,26,32.3
3673,600,0,105,10,10,57,9.6
3674,600,0,105,10,15,35,5.7
3675,600,0,105,10,19,42,47.8
3676,600,0,105,6,14,53,28.9
3677,600,0,105,4,19,44,33.7
3678,600,0,105,8,12,51,46.6
3679,600,0,105,1,16,39,26.2
3680,600,0,105,0,19,24,18.8
3681,600,0,105,5,12,53,19.1
3682,600,0,105,8,20,57,47.7
3683,600,0,105,0,18,35,8.1
3684,600,0,105,10,11,34,2.8
3685,600,0,105,10,17,54,22.8
3686,600,0,105,0,20,54,4.9
3687,600,0,105,9,19,34,7.7
3688,600,0,105,5,10,37,3.0
3689,600,0,105,7,11,45,11.2
3690,600,0,105,7,16,21,16.6
3691,600,0,105,10,18,51,5.5
3692,600,0,105,6,20,51,45.0
3693,600,0,105,8,10,50,8.6
3694,600,0,105,4,12,35,46.0
3695,600,0,105,8,10,35,17.5
3696,600,0,105,1,10,33,19.9
3697,600,0,105,1,14,21,42.7
3698,600,0,105,8,13,39,8.9
3699,600,0,105,7,10,54,11.1
3700,600,0,105,6,18,33,2.6
3701,600,0,105,3,10,26,16.6
3702,600,0,105,1,20,23,16.8
3703,600,0,105,0,19,34,9.1
3704,600,0,105,3,15,38,39.1
